PillarID,MeasureID,BestInNationGoal,MeasureName,MeasureLbl,MeasureGoal,MeasureSort
P1,P1.M1,1.0,Cohort Graduation Rate,CGRS,Increase the adjusted four-year cohort high school graduation rate to 92% by 2030.,1.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M2,1.0,ACT Composite Score,ACT,Increase the average ACT composite score to 20 by 2030.,2.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M3,1.0,AP Participation,AP Part,"Increase the Advanced Placement (AP) participation rate among 10th, 11th and 12th grade students to 29% by 2030.",3.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M4,1.0,AP Performance,AP Pass,"Increase the percentage of 10th, 11th and 12th grade students who pass an AP exam with a score of 3, 4, or 5 to 75% by 2030.",4.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M5,,AP At Least 1 Course,,Establish a baseline and increase the percentage of high school students enrolled in at least one AP course.,,,,,,,,,,,,,,,,,,,,,,
P1,P1.M6,1.0,Dual Enrollment Participation,Dual Part,Increase the percentage of high school graduates that enroll in at least one dual enrollment course to 41% by 2030.,5.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M7,1.0,Dual Enrollment Credit,Dual Credit,Increase the percentage of high school graduates who earn high school credit through dual enrollment courses to 41% by 2030.,6.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M8,1.0,CTE Participation,CTE Part,Increase the percentage of all students participating in a CTE course to 41% by 2030.,7.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M9,1.0,CTE Credentials,CTE Cred,"Increase the number of CTE credentials earned by students yearly to 500,000 by 2030.",8.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M10,,Proficiency,,"Increase the percentage of students scoring levels 3, 4 or 5 on the End of Grade (EOG) and End of Course (EOC) tests.",,,,,,,,,,,,,,,,,,,,,,
P1,P1.M11,1.0,NAEP Grade 4 Reading,NAEP Read G4,Increase the average scale score on the 4th grade reading NAEP assessment to 225 by 2030.,9.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M12,1.0,NAEP Grade 8 Reading,NAEP Read G8,Increase the average scale score on the 8th grade reading NAEP assessment to 268 by 2030.,10.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M13,1.0,NAEP Grade 4 Math,NAEP Math G4,Increase the average scale score on the 4th grade math NAEP assessment to 246 by 2030.,11.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M14,1.0,NAEP Grade 8 Math,NAEP Math G8,Increase the average scale score on the 8th grade math NAEP assessment to 283 by 2030.,12.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M15,1.0,Schools of Character,Character,Increase the number of North Carolina public schools recognized as National Schools of Character by Character.org (now CharacterPlus).,13.0,,,,,,,,,,,,,,,,,,,,,
P1,P1.M16,,Durable Skill Programs,,"Establish a baseline and increase the number of schools implementing high-quality character, service-learning and civic programs that reinforce durable skills.",,,,,,,,,,,,,,,,,,,,,,
P1,P1.M17,,Disproportionate EC and AIG,,Establish a baseline and decrease disproportionality in identification of students for Exceptional Children (EC) and Academically/Intellectually Gifted (AIG) programs.,,,,,,,,,,,,,,,,,,,,,,
P2,P2.M1,,Teacher Recruitment Programs,,Establish a baseline and increase the proportion of students completing teaching recruitment programs including “Teaching as a Profession” CTE pathways and who pursue teacher preparation after graduation.
P2,P2.M2,,EPP Enrollment,,Establish a baseline and increase the number of teacher candidates enrolling in and completing traditional educator-preparation programs (EPPs).
P2,P2.M3,,Early-Career Retention,,"Establish a baseline and increase retention of beginning teachers and early-career administrators, especially in low-performing and high-poverty schools."
P2,P2.M4,,Advanced Teaching Rolese,,"Establish a baseline and increase the number of PSUs implementing Advanced Teaching Roles (ATR), as well as the number of teachers serving in advanced roles that support peer learning."
P2,P2.M5,,Starting Teacher Pay,,"Increase North Carolina’s starting teacher pay, including local supplements, so that it is the highest in the Southeast ($50,031 for 2023-24)."
